tableId,correctnessAlwaysFirst,correctnessAlwaysEmpty,correctnessChen,correctnessClassifierFeatures,correctnessClassifierStacking,correctnessFindCountry,correctnessFindCountryNames,correctnessFindCrossing,correctnessFindHtmlHeader,correctnessFindHtmlStyle,correctnessTengli,numberOfColumns,numberOfRows,numberOfCells,columnsToRowsRatio,columnsToCellsRatio,rowsToColumnsRatio,rowsToCellsRatio,cellsToColumnsRatio,cellsToRowsRatio,numberOfCellsContainingCountry,percentageOfCellsContainingCountry,containsCountry,numberOfCellsContainingCountr,percentageOfCellsContainingCountr,containsCountr,numberOfNumericCells,percentageOfNumericCells,numberOfBlankCells,percentageOfBlankCells,numberOfCellsStartingWithCapitals,percentageOfCellsStartingWithCapitals,numberOfCellsAllCapitalized,percentageOfCellsAllCapitalized,numberOfCellsAllLowercase,percentageOfCellsAllLowercase,numberOfCellsWithRowspan,percentageOfCellsWithRowspan,numberOfCellsWithColspan,percentageOfCellsWithColspan,numberOfCellsWithStyleClass,percentageOfCellsWithStyleClass,numberOfCellsWithInlineStyle,percentageOfCellsWithInlineStyle,numberOfCellsWithId,percentageOfCellsWithId,numberOfCellsContainingCountryNames,percentageOfCellsContainingCountryNames,avgNumberOfWords,sdNumberOfWords,minNumberOfWords,maxNumberOfWords,avgNumberOfCharacters,sdNumberOfCharacters,minNumberOfCharacters,maxNumberOfCharacters,avgNumberOfLetters,sdNumberOfLetters,minNumberOfLetters,maxNumberOfLetters,avgNumberOfNumbers,sdNumberOfNumbers,minNumberOfNumbers,maxNumberOfNumbers,avgNumberOfPunctuationMarks,sdNumberOfPunctuationMarks,minNumberOfPunctuationMarks,maxNumberOfPunctuationMarks,avgColspanLength,sdColspanLength,minColspanLength,maxColspanLength,avgRowspanLength,sdRowspanLength,minRowspanLength,maxRowspanLength
www.indexmundi.com.html-0,false,false,true,true,false,true,true,true,false,false,false,4,101,404,0.039603959769010544,0.009900989942252636,25.25,0.25,101.0,4.0,1,0.0,true,1,0.0,true,100,0.25,100,0.25,104,0.26,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,96,0.24,1.08,0.45,1,6,2.51,4.62,0,38,2.51,4.62,0,38,1.82,2.26,0,7,0.3,0.53,0,3,0.01,0.14,0,2,0.0,0.0,0,0
data.worldbank.html-0,true,false,true,true,false,true,true,true,false,false,true,7,214,1498,0.032710280269384384,0.004672897048294544,30.571428298950195,0.1428571492433548,214.0,7.0,1,0.0,true,1,0.0,true,4,0.0,886,0.59,214,0.14,0,0.0,0,0.0,0,0.0,0,0.0,1498,1.0,0,0.0,0,0.0,174,0.12,1.06,0.34,1,5,1.63,3.76,0,30,1.63,3.76,0,30,0.62,1.06,0,4,0.29,0.49,0,4,0.0,0.0,0,0,0.0,0.0,0,0
10805443_3820226652676022379-0,false,false,false,true,false,false,false,false,false,false,false,10,10,100,1.0,0.10000000149011612,1.0,0.10000000149011612,10.0,10.0,0,0.0,false,0,0.0,false,16,0.16,0,0.0,57,0.57,21,0.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.14,1.09,0.29,1,2,3.64,3.4,0,13,3.64,3.4,0,13,3.17,4.74,0,12,0.51,0.93,0,3,0.0,0.0,0,0,0.0,0.0,0,0
Minimum pensionable age for women.html-0,true,false,true,true,false,true,true,true,false,false,false,2,127,254,0.015748031437397003,0.007874015718698502,63.5,0.5,127.0,2.0,1,0.0,true,1,0.0,true,121,0.48,0,0.0,128,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,112,0.44,1.18,0.63,1,8,4.54,5.71,0,46,4.54,5.71,0,46,1.0,1.03,0,3,0.09,0.4,0,3,0.0,0.0,0,0,0.0,0.0,0,0
92199496_3701743036491671883-0,true,false,false,true,false,false,false,false,false,false,false,11,10,110,1.100000023841858,0.10000000149011612,0.9090909361839294,0.09090909361839294,10.0,11.0,0,0.0,false,0,0.0,false,0,0.0,0,0.0,27,0.25,6,0.05,0,0.0,0,0.0,0,0.0,110,1.0,0,0.0,0,0.0,4,0.04,1.04,0.19,1,2,1.84,2.0,1,12,1.84,2.0,1,12,2.96,1.89,0,6,0.92,0.36,0,2,0.0,0.0,0,0,0.0,0.0,0,0
hitler.org.html-0,true,false,true,true,false,true,false,true,false,false,false,4,31,124,0.12903225421905518,0.032258063554763794,7.75,0.25,31.0,4.0,1,0.01,true,1,0.01,true,0,0.0,0,0.0,34,0.27,1,0.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,0.19,1.03,0.18,1,2,2.94,3.22,1,14,2.94,3.22,1,14,3.03,3.0,0,8,0.85,0.61,0,2,0.0,0.0,0,0,0.0,0.0,0,0
41562142_331460488453995447-0,false,false,false,true,false,true,false,false,false,false,false,5,16,80,0.3125,0.0625,3.200000047683716,0.20000000298023224,16.0,5.0,0,0.0,false,0,0.0,false,0,0.0,0,0.0,65,0.81,0,0.0,0,0.0,0,0.0,0,0.0,5,0.06,0,0.0,0,0.0,7,0.09,1.84,1.04,1,5,10.13,7.41,1,32,10.13,7.41,1,32,0.38,0.79,0,2,0.29,0.46,0,1,0.0,0.0,0,0,0.0,0.0,0,0
joinafrica.com.html-0,false,false,false,true,false,false,true,true,false,false,false,3,53,159,0.056603774428367615,0.01886792480945587,17.66666603088379,0.3333333432674408,53.0,3.0,0,0.0,false,1,0.01,true,104,0.65,0,0.0,55,0.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49,0.31,1.08,0.31,1,3,2.82,4.46,0,24,2.82,4.46,0,24,1.41,1.12,0,3,0.01,0.11,0,1,0.0,0.0,0,0,0.0,0.0,0,0
deathreference.com.html-0,false,true,true,false,true,true,true,false,true,true,false,2,21,42,0.095238097012043,0.0476190485060215,10.5,0.5,21.0,2.0,0,0.0,false,0,0.0,false,14,0.33,0,0.0,24,0.57,0,0.0,0,0.0,42,1.0,42,1.0,0,0.0,0,0.0,0,0.0,8,0.19,2.45,3.6,1,16,13.71,26.63,0,114,13.71,26.63,0,114,1.5,1.97,0,8,0.71,1.7,0,7,1.1,0.3,1,2,1.0,0.0,1,1
Countries happiness index.html-0,false,false,true,false,false,false,true,false,false,false,true,4,144,576,0.02777777798473835,0.0069444444961845875,36.0,0.25,144.0,4.0,0,0.0,false,0,0.0,false,286,0.5,0,0.0,147,0.26,0,0.0,0,0.0,0,0.0,4,0.01,572,0.99,0,0.0,0,0.0,137,0.24,1.06,0.32,1,5,2.35,4.04,0,33,2.35,4.04,0,33,2.54,1.68,0,4,0.26,0.44,0,2,0.03,0.33,0,4,0.0,0.0,0,0
5434385_8441887989537764982-0,false,false,false,false,false,false,false,false,false,false,false,8,41,328,0.19512194395065308,0.024390242993831635,5.125,0.125,41.0,8.0,0,0.0,false,0,0.0,false,40,0.12,0,0.0,274,0.84,21,0.06,9,0.03,0,0.0,0,0.0,8,0.02,0,0.0,0,0.0,34,0.1,1.4,0.74,1,4,5.01,4.3,0,26,5.01,4.3,0,26,1.34,2.38,0,6,0.45,0.5,0,2,0.0,0.0,0,0,0.0,0.0,0,0
65840227_1406132207391640676-0,false,false,true,true,false,false,false,false,false,false,false,4,25,100,0.1599999964237213,0.03999999910593033,6.25,0.25,25.0,4.0,0,0.0,false,0,0.0,false,12,0.12,0,0.0,77,0.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.14,1.93,1.31,1,8,11.56,9.65,0,45,11.56,9.65,0,45,0.85,1.65,0,7,0.72,1.1,0,4,0.0,0.0,0,0,0.0,0.0,0,0
blog.panampost.com.html-0,false,false,true,true,false,true,true,true,false,false,true,3,21,63,0.1428571492433548,0.0476190485060215,7.0,0.3333333432674408,21.0,3.0,1,0.02,true,1,0.02,true,20,0.32,0,0.0,23,0.37,0,0.0,0,0.0,0,0.0,0,0.0,63,1.0,0,0.0,0,0.0,18,0.29,1.25,0.69,1,4,4.17,5.94,0,24,4.17,5.94,0,24,1.54,1.39,0,6,0.38,0.58,0,3,0.0,0.0,0,0,0.0,0.0,0,0
84454534_852758105883011172-0,false,false,false,true,false,false,true,false,false,false,false,10,21,210,0.4761904776096344,0.0476190485060215,2.0999999046325684,0.10000000149011612,21.0,10.0,0,0.0,false,0,0.0,false,60,0.29,0,0.0,110,0.52,2,0.01,0,0.0,0,0.0,0,0.0,10,0.05,0,0.0,0,0.0,20,0.1,1.49,0.68,1,3,5.25,5.08,0,21,5.25,5.08,0,21,1.05,1.2,0,3,0.2,0.4,0,1,0.0,0.0,0,0,0.0,0.0,0,0
32257552_5041789417712594590-0,false,false,false,true,false,true,true,false,false,false,true,4,28,112,0.1428571492433548,0.0357142873108387,7.0,0.25,28.0,4.0,1,0.01,true,1,0.01,true,27,0.24,0,0.0,57,0.51,17,0.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26,0.23,2.19,1.55,1,5,9.36,7.97,0,24,9.36,7.97,0,24,1.61,2.05,0,5,0.08,0.27,0,1,0.0,0.0,0,0,0.0,0.0,0,0
internetworldstats.com.html-0,false,false,false,true,false,true,false,true,false,false,true,7,56,392,0.125,0.01785714365541935,8.0,0.1428571492433548,56.0,7.0,2,0.01,true,2,0.01,true,50,0.13,0,0.0,129,0.33,1,0.0,0,0.0,0,0.0,20,0.05,0,0.0,0,0.0,0,0.0,36,0.09,3.85,15.19,1,116,19.12,101.32,0,767,19.12,101.32,0,767,3.57,3.43,0,21,1.97,4.95,0,38,0.28,1.32,0,7,0.0,0.0,0,0
top5ofanything.com.html-0,false,false,true,true,false,true,true,true,false,false,false,4,6,24,0.6666666865348816,0.1666666716337204,1.5,0.25,6.0,4.0,1,0.04,true,1,0.04,true,15,0.63,0,0.0,8,0.33,0,0.0,0,0.0,0,0.0,0,0.0,6,0.25,5,0.21,0,0.0,4,0.17,1.38,0.82,1,4,4.63,7.56,0,23,4.63,7.56,0,23,1.5,1.56,0,4,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
peakbagger.com.html-0,true,false,true,true,false,false,true,false,false,false,false,3,11,33,0.27272728085517883,0.09090909361839294,3.6666667461395264,0.3333333432674408,11.0,3.0,0,0.0,false,0,0.0,false,10,0.3,0,0.0,22,0.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.24,4.15,7.08,1,30,28.52,56.07,0,235,28.52,56.07,0,235,0.39,0.66,0,2,1.52,3.5,0,14,0.0,0.0,0,0,0.0,0.0,0,0
40732770_2109743764049300687-0,false,false,false,false,false,false,false,false,true,false,false,10,3,30,3.3333332538604736,0.3333333432674408,0.30000001192092896,0.10000000149011612,3.0,10.0,0,0.0,false,0,0.0,false,10,0.33,0,0.0,12,0.4,7,0.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.07,1.0,0.0,1,1,1.83,1.93,0,6,1.83,1.93,0,6,1.2,2.11,0,8,0.3,0.6,0,2,0.0,0.0,0,0,0.0,0.0,0,0
crime index of countries 2013.html-0,true,false,true,true,false,true,true,true,false,false,true,3,119,357,0.02521008439362049,0.008403361774981022,39.66666793823242,0.3333333432674408,119.0,3.0,1,0.0,true,1,0.0,true,0,0.0,0,0.0,121,0.34,0,0.0,0,0.0,0,0.0,0,0.0,118,0.33,0,0.0,0,0.0,115,0.32,1.06,0.27,1,3,3.38,3.76,1,22,3.38,3.76,1,22,2.64,1.9,0,4,0.66,0.47,0,1,0.0,0.0,0,0,0.0,0.0,0,0
emergengy telephone numbers.html-0,true,false,true,true,false,true,true,false,false,false,false,5,246,1230,0.020325202494859695,0.004065040498971939,49.20000076293945,0.20000000298023224,246.0,5.0,1,0.0,true,1,0.0,true,631,0.51,272,0.22,285,0.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,183,0.15,2.05,5.41,1,85,7.98,32.93,0,508,7.98,32.93,0,508,2.16,3.52,0,72,0.26,1.76,0,41,0.0,0.0,0,0,0.0,0.0,0,0
9923736_6167723865762010789-0,false,false,true,true,false,false,false,false,true,false,true,7,9,63,0.7777777910232544,0.1111111119389534,1.2857142686843872,0.1428571492433548,9.0,7.0,0,0.0,false,0,0.0,false,10,0.16,8,0.13,30,0.48,8,0.13,0,0.0,0,0.0,0,0.0,63,1.0,0,0.0,0,0.0,0,0.0,1.25,0.44,1,2,4.25,5.59,0,19,4.25,5.59,0,19,0.68,1.15,0,3,0.33,0.48,0,1,0.0,0.0,0,0,0.0,0.0,0,0
70976009_4411862523424484951-0,false,false,true,false,false,false,false,false,false,false,true,5,15,75,0.3333333432674408,0.06666667014360428,3.0,0.20000000298023224,15.0,5.0,0,0.0,false,0,0.0,false,0,0.0,0,0.0,74,0.99,27,0.36,0,0.0,0,0.0,0,0.0,74,0.99,0,0.0,0,0.0,4,0.05,1.44,0.55,1,3,7.89,6.02,1,22,7.89,6.02,1,22,0.0,0.0,0,0,0.21,0.44,0,2,0.0,0.0,0,0,0.0,0.0,0,0
95710771_2985458996465650014-0,false,false,false,true,false,false,false,false,false,false,true,8,24,192,0.3333333432674408,0.0416666679084301,3.0,0.125,24.0,8.0,0,0.0,false,0,0.0,false,101,0.53,0,0.0,82,0.43,4,0.02,0,0.0,0,0.0,0,0.0,192,1.0,0,0.0,0,0.0,0,0.0,1.18,0.4,1,3,3.46,4.72,0,20,3.46,4.72,0,20,0.99,1.42,0,9,0.09,0.46,0,3,0.0,0.0,0,0,0.0,0.0,0,0
Mothers index rating.html-0,false,false,true,false,false,false,true,false,false,false,true,2,161,322,0.012422360479831696,0.006211180239915848,80.5,0.5,161.0,2.0,0,0.0,false,0,0.0,false,160,0.5,0,0.0,162,0.5,0,0.0,0,0.0,0,0.0,2,0.01,320,0.99,0,0.0,0,0.0,151,0.47,1.11,0.43,1,5,4.2,5.01,0,33,4.2,5.01,0,33,1.15,1.23,0,3,0.03,0.19,0,2,0.01,0.16,0,2,0.0,0.0,0,0
quotaproject.org.html-0,true,false,false,false,false,true,false,true,false,false,false,4,126,504,0.0317460335791111,0.007936508394777775,31.5,0.25,126.0,4.0,1,0.0,true,1,0.0,true,0,0.0,10,0.02,244,0.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,125,0.25,0,0.0,0,0.0,4.31,4.7,1,24,24.77,36.9,0,172,24.77,36.9,0,172,1.88,2.07,0,7,1.29,0.98,0,6,0.0,0.0,0,0,0.0,0.0,0,0
94850921_599110073134306522-0,false,false,true,true,false,true,true,true,false,false,false,7,37,259,0.18918919563293457,0.027027027681469917,5.285714149475098,0.1428571492433548,37.0,7.0,1,0.0,true,1,0.0,true,10,0.04,46,0.18,134,0.52,0,0.0,0,0.0,0,0.0,0,0.0,259,1.0,0,0.0,0,0.0,36,0.14,2.15,1.48,1,9,8.1,10.23,0,55,8.1,10.23,0,55,1.63,2.24,0,8,0.78,1.1,0,5,0.0,0.0,0,0,0.0,0.0,0,0
saschastab (15).html-0,true,false,true,true,false,true,true,true,false,false,false,3,42,126,0.0714285746216774,0.02380952425301075,14.0,0.3333333432674408,42.0,3.0,1,0.01,true,1,0.01,true,82,0.65,0,0.0,44,0.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,82,0.65,0,0.0,36,0.29,1.21,0.84,1,6,3.6,6.53,0,33,3.6,6.53,0,33,1.36,0.98,0,4,0.1,0.53,0,4,0.0,0.0,0,0,0.0,0.0,0,0
13.html-0,true,false,false,true,false,true,true,false,false,false,false,7,65,455,0.10769230872392654,0.015384615398943424,9.285714149475098,0.1428571492433548,65.0,7.0,1,0.0,true,1,0.0,true,19,0.04,0,0.0,197,0.43,60,0.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,44,0.1,1.23,0.51,1,5,3.59,3.98,0,24,3.59,3.98,0,24,3.4,2.86,0,10,1.05,0.83,0,4,0.0,0.0,0,0,0.0,0.0,0,0
saschastab (15).html-1,true,false,true,true,false,true,true,true,false,false,false,2,22,44,0.09090909361839294,0.04545454680919647,11.0,0.5,22.0,2.0,1,0.02,true,1,0.02,true,0,0.0,0,0.0,23,0.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,0.48,0,0.0,21,0.48,1.14,0.46,1,3,5.16,5.43,1,24,5.16,5.43,1,24,1.43,1.52,0,3,0.57,0.62,0,3,0.0,0.0,0,0,0.0,0.0,0,0
saschastab (15).html-2,true,false,true,true,false,true,true,true,false,false,false,2,43,86,0.04651162773370743,0.023255813866853714,21.5,0.5,43.0,2.0,1,0.01,true,1,0.01,true,36,0.42,0,0.0,44,0.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36,0.42,1.27,0.8,1,5,5.38,6.5,0,35,5.38,6.5,0,35,1.05,1.14,0,4,0.22,0.73,0,4,0.0,0.0,0,0,0.0,0.0,0,0
39786336_7160628494889402861-0,false,false,true,false,false,false,true,false,false,false,true,2,136,272,0.014705882407724857,0.007352941203862429,68.0,0.5,136.0,2.0,0,0.0,false,0,0.0,false,0,0.0,0,0.0,254,0.93,106,0.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,111,0.41,3.24,2.17,1,10,16.65,10.42,4,60,16.65,10.42,4,60,3.29,3.76,0,12,1.57,1.7,0,8,0.0,0.0,0,0,0.0,0.0,0,0
tuvaluislands.com.html-0,false,false,true,true,false,true,true,true,false,false,true,4,16,64,0.25,0.0625,4.0,0.25,16.0,4.0,1,0.02,true,1,0.02,true,13,0.2,0,0.0,19,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.22,1.2,0.69,1,5,3.7,5.76,0,30,3.7,5.76,0,30,2.11,1.95,0,6,0.56,0.53,0,2,0.0,0.0,0,0,0.0,0.0,0,0
raycee1234.blogspot.de.html-0,false,false,false,true,false,false,true,false,false,false,true,10,45,450,0.2222222238779068,0.02222222276031971,4.5,0.10000000149011612,45.0,10.0,0,0.0,false,0,0.0,false,147,0.33,154,0.34,50,0.11,4,0.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37,0.08,1.03,0.21,1,4,1.11,2.33,0,12,1.11,2.33,0,12,1.18,1.27,0,6,0.3,0.62,0,3,0.0,0.0,0,0,0.0,0.0,0,0
37388619_1882735989715440292-0,false,false,true,true,false,false,false,false,true,false,false,4,51,204,0.0784313753247261,0.019607843831181526,12.75,0.25,51.0,4.0,0,0.0,false,0,0.0,false,0,0.0,1,0.0,122,0.6,5,0.02,0,0.0,0,0.0,0,0.0,0,0.0,4,0.02,0,0.0,4,0.02,1.86,1.21,1,7,4.26,4.5,0,33,4.26,4.5,0,33,1.58,1.88,0,6,0.19,0.43,0,2,0.0,0.0,0,0,0.0,0.0,0,0
energy-and-nuclear-weapons-per-country.html-0,true,false,false,true,false,true,true,true,false,false,false,2,9,18,0.2222222238779068,0.1111111119389534,4.5,0.5,9.0,2.0,1,0.06,true,1,0.06,true,6,0.33,0,0.0,9,0.5,2,0.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.44,1.17,0.71,1,4,3.89,4.93,0,20,3.89,4.93,0,20,1.44,1.82,0,5,0.17,0.38,0,1,0.0,0.0,0,0,0.0,0.0,0,0
www.whichcountry.co-education-in-different-countries.html-0,false,false,true,true,false,true,true,true,false,false,false,3,11,33,0.27272728085517883,0.09090909361839294,3.6666667461395264,0.3333333432674408,11.0,3.0,1,0.03,true,1,0.03,true,10,0.3,0,0.0,13,0.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29,0.88,0,0.0,10,0.3,1.18,0.46,1,3,4.09,5.56,0,24,4.09,5.56,0,24,0.94,0.86,0,2,0.33,0.48,0,1,0.0,0.0,0,0,0.0,0.0,0,0
Number of researchers per million.html-0,true,false,true,true,false,true,true,true,false,false,false,11,128,1408,0.0859375,0.0078125,11.636363983154297,0.09090909361839294,128.0,11.0,1,0.0,true,1,0.0,true,261,0.19,688,0.49,138,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,117,0.08,1.09,0.58,1,8,1.5,5.35,0,57,1.5,5.35,0,57,1.44,1.76,0,5,0.25,0.45,0,2,0.0,0.0,0,0,0.0,0.0,0,0
88955638_3534707292745890153-0,false,false,false,true,false,false,false,false,false,false,true,8,25,200,0.3199999928474426,0.03999999910593033,3.125,0.125,25.0,8.0,0,0.0,false,0,0.0,false,106,0.53,0,0.0,84,0.42,6,0.03,0,0.0,0,0.0,0,0.0,200,1.0,0,0.0,0,0.0,0,0.0,1.15,0.37,1,3,3.35,4.58,0,18,3.35,4.58,0,18,1.12,1.71,0,9,0.13,0.57,0,3,0.0,0.0,0,0,0.0,0.0,0,0
33614880_1875516406917529528-0,false,false,false,true,false,false,false,false,false,false,true,8,21,168,0.380952388048172,0.0476190485060215,2.625,0.125,21.0,8.0,0,0.0,false,0,0.0,false,97,0.58,0,0.0,54,0.32,0,0.0,0,0.0,0,0.0,0,0.0,168,1.0,0,0.0,0,0.0,0,0.0,1.18,0.4,1,3,3.35,5.03,0,20,3.35,5.03,0,20,1.74,2.49,0,9,0.3,0.89,0,3,0.0,0.0,0,0,0.0,0.0,0,0
legal status of prostitution by country.html-0,false,false,true,false,false,false,true,false,false,false,true,3,203,609,0.014778325334191322,0.004926108289510012,67.66666412353516,0.3333333432674408,203.0,3.0,0,0.0,false,0,0.0,false,0,0.0,56,0.09,457,0.75,0,0.0,10,0.02,0,0.0,3,0.0,606,1.0,0,0.0,0,0.0,178,0.29,5.5,9.71,1,59,35.63,64.17,0,434,35.63,64.17,0,434,0.11,0.63,0,8,0.56,1.38,0,8,0.01,0.21,0,3,0.0,0.0,0,0
Countries driving orientation.html-0,false,false,true,false,false,false,true,false,false,false,true,2,241,482,0.008298755623400211,0.004149377811700106,120.5,0.5,241.0,2.0,0,0.0,false,0,0.0,false,0,0.0,0,0.0,242,0.5,0,0.0,0,0.0,0,0.0,2,0.0,480,1.0,0,0.0,0,0.0,184,0.38,1.71,0.64,1,5,9.66,3.91,4,33,9.66,3.91,4,33,0.0,0.0,0,0,0.03,0.21,0,2,0.01,0.13,0,2,0.0,0.0,0,0
87369084_3893825855895422899-0,false,false,true,false,false,false,true,false,false,false,true,2,43,86,0.04651162773370743,0.023255813866853714,21.5,0.5,43.0,2.0,0,0.0,false,0,0.0,false,0,0.0,0,0.0,83,0.97,2,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,0.47,6.67,5.56,1,16,45.67,39.89,2,120,45.67,39.89,2,120,13.01,13.6,0,33,6.0,6.39,0,17,0.0,0.0,0,0,0.0,0.0,0,0
publications.gc.ca.html-3,false,true,true,false,true,true,true,false,true,true,true,4,16,64,0.25,0.0625,4.0,0.25,16.0,4.0,0,0.0,false,0,0.0,false,0,0.0,0,0.0,37,0.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.02,4.31,4.45,1,24,24.22,29.08,4,137,24.22,29.08,4,137,2.56,2.0,0,7,2.05,2.1,0,9,0.0,0.0,0,0,0.0,0.0,0,0
publications.gc.ca.html-1,false,false,false,true,false,false,true,false,false,false,false,11,32,352,0.34375,0.03125,2.909090995788574,0.09090909361839294,32.0,11.0,0,0.0,false,0,0.0,false,28,0.08,0,0.0,40,0.11,0,0.0,0,0.0,0,0.0,10,0.03,0,0.0,0,0.0,0,0.0,26,0.07,1.01,0.12,1,2,1.65,2.2,0,13,1.65,2.2,0,13,1.53,0.95,0,4,0.69,0.46,0,1,0.06,0.33,0,2,0.0,0.0,0,0
agbioforum.org.html-0,false,false,false,true,false,true,true,false,false,false,false,5,9,45,0.5555555820465088,0.1111111119389534,1.7999999523162842,0.20000000298023224,9.0,5.0,1,0.02,true,1,0.02,true,6,0.13,1,0.02,25,0.56,5,0.11,0,0.0,0,0.0,5,0.11,0,0.0,0,0.0,0,0.0,6,0.13,2.13,2.33,1,8,12.53,19.35,0,61,12.53,19.35,0,61,1.36,1.67,0,4,1.07,1.32,0,4,0.56,1.59,0,5,0.0,0.0,0,0
publications.gc.ca.html-0,true,false,false,true,false,false,true,false,false,false,true,14,31,434,0.4516128897666931,0.032258063554763794,2.2142856121063232,0.0714285746216774,31.0,14.0,0,0.0,false,0,0.0,false,30,0.07,1,0.0,30,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26,0.06,1.01,0.11,1,2,1.39,1.86,0,13,1.39,1.86,0,13,1.66,0.98,0,4,0.73,0.45,0,2,0.0,0.0,0,0,0.0,0.0,0,0
93939360_2762299375414246814-0,true,false,true,true,false,true,true,true,false,false,false,2,222,444,0.009009009227156639,0.0045045046135783195,111.0,0.5,222.0,2.0,1,0.0,true,1,0.0,true,0,0.0,0,0.0,225,0.51,0,0.0,0,0.0,0,0.0,0,0.0,221,0.5,0,0.0,0,0.0,179,0.4,2.46,1.61,1,19,10.39,8.73,4,121,10.39,8.73,4,121,2.78,2.93,0,8,1.14,1.19,0,6,0.0,0.0,0,0,0.0,0.0,0,0
11174981_4928786794555346202-0,true,false,false,true,false,true,false,true,false,false,false,2,8,16,0.25,0.125,4.0,0.5,8.0,2.0,1,0.06,true,1,0.06,true,0,0.0,0,0.0,16,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.31,17.94,26.09,1,89,135.06,192.93,6,656,135.06,192.93,6,656,1.5,2.5,0,7,2.75,4.07,0,13,0.0,0.0,0,0,0.0,0.0,0,0
newstrackindia.com.html-0,true,false,false,true,false,true,true,true,false,false,true,4,237,948,0.016877636313438416,0.004219409078359604,59.25,0.25,237.0,4.0,1,0.0,true,1,0.0,true,0,0.0,0,0.0,474,0.5,0,0.0,12,0.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,184,0.19,1.47,0.86,1,8,6.87,7.17,1,49,6.87,7.17,1,49,1.7,1.95,0,7,0.67,0.74,0,3,0.0,0.0,0,0,0.0,0.0,0,0
Countries population below poverty.html-0,true,false,true,true,false,true,true,true,false,false,true,4,230,920,0.017391303554177284,0.004347825888544321,57.5,0.25,230.0,4.0,1,0.0,true,1,0.0,true,140,0.15,378,0.41,240,0.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,186,0.2,1.35,1.9,1,37,3.86,12.02,0,230,3.86,12.02,0,230,1.08,1.71,0,16,0.23,0.62,0,10,0.0,0.0,0,0,0.0,0.0,0,0
List_of_countries_by_number_of_television_broadcast_stations.html-0,false,false,false,true,false,true,false,true,false,false,true,5,235,1175,0.021276595070958138,0.0042553190141916275,47.0,0.20000000298023224,235.0,5.0,1,0.0,true,1,0.0,true,686,0.58,103,0.09,23,0.02,8,0.01,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.71,2.54,1,27,6.73,17.65,0,163,6.73,17.65,0,163,1.81,1.62,0,9,0.1,0.46,0,6,0.0,0.0,0,0,0.0,0.0,0,0
saschastab (16).html-0,false,false,true,true,false,true,true,true,false,false,false,8,21,168,0.380952388048172,0.0476190485060215,2.625,0.125,21.0,8.0,1,0.01,true,1,0.01,true,20,0.12,0,0.0,68,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,0.11,1.22,0.53,1,4,5.22,5.79,0,24,5.22,5.79,0,24,1.46,1.3,0,4,0.93,0.91,0,2,0.0,0.0,0,0,0.0,0.0,0,0
